case,iceberg_id,run_status,status,start_time,forecast_hours,trajectory_records,number_of_trajectory_records,observations_available,observations_used,environment_status,geometry_status,vertical_geometry_status,era5_file,glorys_file,openberg_executed,trajectory_output,raw_output,validation_output,error_message,initial_latitude,initial_longitude,final_latitude,final_longitude
C13,C13,READER_ERROR,READER_ERROR,,6.0,0,0,0,0,UNCHECKED,UNCHECKED,UNCHECKED,C13.grib,C13.nc,False,NONE,NONE,NONE,Iceberg data file not found: C:\Users\shravani\Documents\GitHub\SIH\iceberg_intelligence\data\iceberg\byu_nic_v8\raw\c13.csv,,,,
