case,iceberg_id,run_status,status,start_time,forecast_hours,trajectory_records,number_of_trajectory_records,observations_available,observations_used,environment_status,geometry_status,vertical_geometry_status,era5_file,glorys_file,openberg_executed,trajectory_output,raw_output,validation_output,error_message,initial_latitude,initial_longitude,final_latitude,final_longitude
B50,B50,INSUFFICIENT_ENVIRONMENTAL_TIME_COVERAGE,INSUFFICIENT_ENVIRONMENTAL_TIME_COVERAGE,2022-09-16 00:00:00,6.0,0,0,888,1,TIME_COVERAGE_INSUFFICIENT,COMPATIBLE,UNCHECKED,B50.nc,B50.nc,False,NONE,NONE,NONE,Environmental dataset time coverage ends before forecast period completes (2022-09-16 06:00:00 > 2022-09-16 00:00:00).,-57.85,-149.11,,
