case,iceberg_id,run_status,status,start_time,forecast_hours,trajectory_records,number_of_trajectory_records,observations_available,observations_used,environment_status,geometry_status,vertical_geometry_status,era5_file,glorys_file,openberg_executed,trajectory_output,raw_output,validation_output,error_message,initial_latitude,initial_longitude,final_latitude,final_longitude
A69B,A69B,OPENBERG_OUTSIDE_DOMAIN,OPENBERG_OUTSIDE_DOMAIN,,6.0,0,0,1,1,OUTSIDE_DOMAIN,UNCHECKED,UNCHECKED,A69B.grib,A69B.nc,False,NONE,NONE,NONE,No observations fell inside environmental spatial/temporal domain.,,,,
