source_index,timestamp,latitude,longitude,sensor_source,length_m,width_m,era5_covered,glorys_covered,environment_matched,openberg_geometry_compatible,geometry_compatibility_reason
0,2018-02-28,-67.166,81.497,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
1,2018-03-01,-67.2278,81.8267,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
2,2018-03-02,-67.2532,81.9624,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
3,2018-03-03,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
4,2018-03-04,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
5,2018-03-05,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
6,2018-03-06,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
7,2018-03-07,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
8,2018-03-08,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
9,2018-03-09,-67.2532,81.9624,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
10,2018-03-10,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
11,2018-03-11,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
12,2018-03-12,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
13,2018-03-13,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
14,2018-03-14,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
15,2018-03-15,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
16,2018-03-16,-67.2532,81.9624,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
17,2018-03-17,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
18,2018-03-18,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
19,2018-03-19,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
20,2018-03-20,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
21,2018-03-21,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
22,2018-03-22,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
23,2018-03-23,-67.2532,81.9624,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
24,2018-03-24,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
25,2018-03-25,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
26,2018-03-26,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
27,2018-03-27,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
28,2018-03-28,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
29,2018-03-29,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
30,2018-03-30,-67.2532,81.9624,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
31,2018-03-31,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
32,2018-04-01,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
33,2018-04-02,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
34,2018-04-03,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
35,2018-04-04,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
36,2018-04-05,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
37,2018-04-06,-67.2532,81.9624,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
38,2018-04-07,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
39,2018-04-08,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
40,2018-04-09,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
41,2018-04-10,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
42,2018-04-11,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
43,2018-04-12,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
44,2018-04-13,-67.2532,81.9624,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
45,2018-04-14,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
46,2018-04-15,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
47,2018-04-16,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
48,2018-04-17,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
49,2018-04-18,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
50,2018-04-19,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
51,2018-04-20,-67.2532,81.9624,ASCAT,14816.0,9260.0,False,False,False,False,length_exceeds_openberg_maximum
52,2018-04-21,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
53,2018-04-22,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
54,2018-04-23,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
55,2018-04-24,-67.2532,81.9624,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
