source_index,timestamp,latitude,longitude,sensor_source,length_m,width_m,era5_covered,glorys_covered,environment_matched,openberg_geometry_compatible,geometry_compatibility_reason
0,2016-01-01,-66.584,146.7567,ASCAT,14816.0,7408.0,False,False,False,False,length_exceeds_openberg_maximum
1,2016-01-02,-66.584,146.7567,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
2,2016-01-03,-66.6102,146.8444,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
3,2016-01-04,-66.5845,146.9766,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
4,2016-01-05,-66.5506,146.981,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
5,2016-01-06,-66.4825,146.9459,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
6,2016-01-07,-66.4825,146.9459,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
7,2016-01-08,-66.4825,146.9459,ASCAT,14816.0,7408.0,False,False,False,False,length_exceeds_openberg_maximum
8,2016-01-09,-66.4825,146.9459,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
9,2016-01-10,-66.4638,147.0552,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
10,2016-01-11,-66.4028,147.0472,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
11,2016-01-12,-66.3687,147.0969,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
12,2016-01-13,-66.3465,147.2089,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
13,2016-01-14,-66.3358,147.2892,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
14,2016-01-15,-66.3358,147.2892,ASCAT,14816.0,7408.0,False,False,False,False,length_exceeds_openberg_maximum
15,2016-01-16,-66.2484,147.4058,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
16,2016-01-17,-66.2298,147.6011,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
17,2016-01-18,-66.2298,147.6011,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
18,2016-01-19,-66.2298,147.6011,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
19,2016-01-20,-66.1227,147.8286,ASCAT,0.0,0.0,False,False,False,False,length_below_openberg_minimum
