TimeSeparation,X_i,Y_i,MedianZ_i,Density_i,Volume_i,X_f,Y_f,MedianZ_f,Density_f,Volume_f,VerticalAdjustment_i,VerticalAdjustment_f,ElevationChange_mean,ElevationChange_stdev,VolumeChangeRate,VolumeChangeRate_uncert,MedianDraft_mean,MedianDraft_range,SurfaceArea_mean,SurfaceArea_range,SubmergedArea_mean,SubmergedArea_uncert
456.836979166721,-1454363.90499391,781059.436053593,10.45641,763.782368590244,1988575,-1454498.62933538,781519.627662285,10.53855,763.782368590244,2057346,-8.894413,-11.39935,1.66457548424345,0.217653571087604,713.076220784917,18.4638096070598,30.57685,-0.2392712,50016,820,77506.05,1148.02
456.836979166721,-1453878.89582288,780538.62886007,12.31447,759.2557290391,1820730,-1453985.01786917,781024.21838504,12.15507,757.692876172256,1761217,-7.683848,-9.992001,1.72675993879126,0.307604562163714,544.125695618899,14.9641216103812,34.68864,0.7260284,37536,68,67117.1,437.2109
456.836979166721,-1452773.91762292,780640.079299955,8.649467,768.320763566583,392080.1,-1452920.44649016,781187.254695814,8.579127,768.320763566583,391731.2,-7.28217,-8.016288,0.349776773066264,0.974426487330749,35.7597250870656,7.99457600033033,25.6852,0.2097321,11730,10,23378.48,345.6348
456.836979166721,-1453517.40682095,780088.880633374,13.4412,760.288327200608,1468716,-1453687.46030938,780506.625569518,13.53576,760.288327200608,1512351,-11.1503,-11.98239,0.150207037541805,0.824533909627982,36.7072406961962,13.7683346347731,38.59496,-0.2705765,28914,22,55815.07,320.168
456.836979166721,-1453191.57868944,780136.669020716,10.65408,765.486267661422,3152980,-1453371.97934163,780580.753180359,10.87997,767.093177265153,3350156,-10.05603,-11.91661,0.915411850340437,0.357810722676772,629.600283587057,24.4102507524148,31.7705,-0.9297009,79534,1370,117498.8,1778.047
456.836979166721,-1452526.52062702,779959.839008632,14.12398,757.607699178093,20461590,-1452703.93453534,780433.525368125,14.40267,758.990366981191,21226950,-6.301796,-8.332014,0.934438006881737,0.440646167396641,3082.03956127599,56.9772810602986,40.40454,-1.071789,393148,1800,514278,4164.688
456.836979166721,-1445824.42171231,776860.380260108,11.66353,764.394996118255,1085672,-1446207.3211033,777669.339578013,10.86798,767.093177265153,1125969,-8.258594,-9.643802,0.958192864191829,2.03368346214503,201.21034902075,14.223738077791,33.14,1.880363,24334,726,47610.38,88.99805
456.836979166721,-1445808.95162694,775566.257003654,19.46699,775.110041526845,22263190,-1446245.82482242,776145.984021753,18.79378,772.712059610835,21807400,-7.182502,-9.223146,2.06850333770312,0.762850655197959,5282.84575306343,205.676989713623,58.73842,2.807472,286672,1840,418252.7,1664.406
456.836979166721,-1444491.01488111,775410.032568977,23.05014,790.973292939966,28172650,-1444963.20197003,776075.041582376,22.39342,788.54791327719,27299070,-11.1963,-11.87406,0.631993970159983,0.48749434406457,1770.26136954219,48.2629340714422,75.97003,3.208679,294662,150,469064.3,6065.219
