TimeSeparation,X_i,Y_i,MedianZ_i,Density_i,Volume_i,X_f,Y_f,MedianZ_f,Density_f,Volume_f,VerticalAdjustment_i,VerticalAdjustment_f,ElevationChange_mean,ElevationChange_stdev,VolumeChangeRate,VolumeChangeRate_uncert,MedianDraft_mean,MedianDraft_range,SurfaceArea_mean,SurfaceArea_range,SubmergedArea_mean,SubmergedArea_uncert
487.353773148148,2148100,576280,31.002,882.68,806200000,2148800,577040,30.417,881.98,790550000,-0.52394,0.65085,0.4351,0.59148,22795.0136894985,2907.3951306321,190.42,4.6426,3576300,39200,4980000,19601.6
487.353773148148,2146200,574650,30.636,882.25,138140000,2146800,575340,29.889,881.33,135790000,-0.81658,0.43842,0.44576,0.80584,4142.46911699548,513.209345016196,186.87,5.9224,636740,4099.6,1256500,5019.8
487.353773148148,2150300,576560,32.397,884.23,140410000,2151100,577310,30.234,881.76,137030000,-0.45915,0.68131,0.4876,1.4494,4587.52549230328,579.185134410577,195.24,17.1958,639260,8008,1251400,8532.6
487.353773148148,2144300,574620,36.61,888.15,104070000,2144600,574930,35.452,887.17,103290000,-0.81541,0.18378,1.1571,1.385,6917.55289173453,690.275742570127,232.93,9.3118,392920,3072.4,975220,4568.4
487.353773148148,2149600,577070,27.611,878.22,34624000,2150300,577790,25.592,874.96,33221000,-0.52808,0.70215,0.85209,0.907,2276.67321278824,380.330433606673,158.05,15.8034,189640,6724,457750,4176.2
487.353773148148,2150600,577310,32.276,884.1,64512000,2151400,578060,29.82,881.24,62121000,-0.81741,0.36451,1.2205,1.0394,5290.56472549858,1287.18230998447,193.12,19.5068,295150,10376.4,726580,7839.6
487.353773148148,2147300,579950,22.829,869.48,39416000,2148000,580510,21.25,865.64,35989000,-0.18878,0.94153,1.4329,0.83155,5229.98450952973,860.290632873208,122.71,12.0892,274700,751,522030,11780.2
487.353773148148,2146500,580160,28.203,879.08,54639000,2147100,580480,26.854,877.06,51691000,-0.78244,0.60204,0.43242,0.75222,1744.48648543153,471.223339778983,165.31,10.5968,283530,4498,631900,6131.4
487.353773148148,2146500,580900,25.194,874.25,68742000,2147200,581170,24.105,872.18,65106000,-0.37808,0.61752,0.82532,0.48921,4584.94959913675,725.537915979717,142.82,8.453,403200,2420.4,788980,10208
487.353773148148,2149100,580170,25.339,874.51,91646000,2149800,580890,23.739,871.44,86225000,-0.37076,0.75601,0.97455,0.78269,7367.06978413286,1236.10300457262,141.97,12.4076,549510,9251,973660,9614
487.353773148148,2149500,579840,19.454,860.44,13259000,2150200,580570,18.801,858.27,12203000,-1.4427,0.25866,0.30294,0.84441,423.965478769048,126.726022818386,100.63,4.897,110790,1643,239050,1794.24
487.353773148148,2150500,580570,31.4,883.13,62946000,2151100,581340,29.156,880.39,59343000,-0.36941,0.81008,1.3103,0.57838,5541.38599883098,707.031796224719,187.01,17.7856,289780,5641.6,684470,7697
487.353773148148,2145200,580710,21.046,865.1,18663000,2145800,580810,19.662,861.1,17255000,-1.2433,0.005802,0.91924,0.74963,1650.17271596426,293.806041895317,109.88,10.477,138910,3622,301560,2058
487.353773148148,2141200,579370,38.641,889.73,60038000,2141600,579320,33.522,885.38,52459000,-0.44739,0.92436,1.1909,1.6892,4020.45925628496,769.871300624569,233.38,41.134,222050,3508.4,663730,32784
487.353773148148,2141900,579600,30.029,881.51,43947000,2142300,579510,28.546,879.56,41105000,-0.12149,0.89645,0.67315,0.63597,2002.78510054472,268.194319755558,179.17,11.715,205610,4534,584730,6117.6
